ID,Calories_Burned
TEST_0146,164.0
TEST_0147,83.0
TEST_0148,120.0
TEST_0149,86.0
TEST_0150,42.0
TEST_0151,80.0
TEST_0152,69.0
TEST_0153,20.0
TEST_0154,94.0
TEST_0155,56.0
TEST_0156,130.0
TEST_0157,39.0
TEST_0158,199.0
TEST_0159,40.0
TEST_0160,129.0
TEST_0161,101.0
TEST_0162,116.0
TEST_0163,139.0
TEST_0164,56.0
TEST_0165,32.0
TEST_0166,42.0
TEST_0167,132.0
TEST_0168,203.0
TEST_0169,112.0
TEST_0170,74.0
TEST_0171,78.0
TEST_0172,6.0
TEST_0173,83.0
TEST_0174,15.0
TEST_0175,48.0
TEST_0176,6.0
TEST_0177,61.0
TEST_0178,176.0
TEST_0179,184.0
TEST_0180,45.0
TEST_0181,84.0
TEST_0182,68.0
TEST_0183,117.0
TEST_0184,128.0
TEST_0185,83.0
TEST_0186,12.0
TEST_0187,47.0
TEST_0188,156.0
TEST_0189,6.0
TEST_0190,41.0
TEST_0191,7.0
TEST_0192,160.0
TEST_0193,42.0
TEST_0194,174.0
TEST_0195,102.0
TEST_0196,6.0
TEST_0197,213.0
TEST_0198,4.0
TEST_0199,9.0
TEST_0200,9.0
TEST_0201,130.0
TEST_0202,22.0
TEST_0203,42.0
TEST_0204,99.0
TEST_0205,90.0
TEST_0206,148.0
TEST_0207,84.0
TEST_0208,15.0
TEST_0209,66.0
TEST_0210,62.0
TEST_0211,196.0
TEST_0212,165.0
TEST_0213,17.0
TEST_0214,51.0
TEST_0215,60.0
TEST_0216,87.0
TEST_0217,141.0
TEST_0218,40.0
TEST_0219,97.0
TEST_0220,169.0
TEST_0221,67.0
TEST_0222,135.0
TEST_0223,190.0
TEST_0224,79.0
TEST_0225,31.0
TEST_0226,66.0
TEST_0227,136.0
TEST_0228,59.0
TEST_0229,6.0
TEST_0230,57.0
TEST_0231,50.0
TEST_0232,65.0
TEST_0233,78.0
TEST_0234,13.0
TEST_0235,50.0
TEST_0236,130.0
TEST_0237,19.0
TEST_0238,148.0
TEST_0239,20.0
TEST_0240,17.0
TEST_0241,192.0
TEST_0242,89.0
TEST_0243,11.0
TEST_0244,42.0
TEST_0245,70.0
TEST_0246,45.0
TEST_0247,116.0
TEST_0248,43.0
TEST_0249,18.0
TEST_0250,53.0
TEST_0251,91.0
TEST_0252,35.0
TEST_0253,108.0
TEST_0254,112.0
TEST_0255,32.0
TEST_0256,9.0
TEST_0257,103.0
TEST_0258,136.0
TEST_0259,19.0
TEST_0260,21.0
TEST_0261,71.0
TEST_0262,52.0
TEST_0263,18.0
TEST_0264,26.0
TEST_0265,2.0
TEST_0266,58.0
TEST_0267,20.0
TEST_0268,64.0
TEST_0269,187.0
TEST_0270,99.0
TEST_0271,134.0
TEST_0272,18.0
TEST_0273,147.0
TEST_0274,22.0
TEST_0275,57.0
TEST_0276,83.0
TEST_0277,150.0
TEST_0278,7.0
TEST_0279,63.0
TEST_0280,180.0
TEST_0281,105.0
TEST_0282,33.0
TEST_0283,16.0
TEST_0284,181.0
TEST_0285,45.0
TEST_0286,40.0
TEST_0287,53.0
TEST_0288,104.0
TEST_0289,52.0
TEST_0290,177.0
TEST_0291,38.0
TEST_0292,73.0
TEST_0293,45.0
TEST_0294,134.0
TEST_0295,36.0
TEST_0296,76.0
TEST_0297,128.0
TEST_0298,137.0
TEST_0299,189.0
TEST_0300,222.0
TEST_0301,4.0
TEST_0302,227.0
TEST_0303,108.0
TEST_0304,66.0
TEST_0305,141.0
TEST_0306,56.0
TEST_0307,214.0
TEST_0308,184.0
TEST_0309,142.0
TEST_0310,84.0
TEST_0311,36.0
TEST_0312,166.0
TEST_0313,82.0
TEST_0314,186.0
TEST_0315,187.0
TEST_0316,242.0
TEST_0317,162.0
TEST_0318,57.0
TEST_0319,245.0
TEST_0320,217.0
TEST_0321,82.0
TEST_0322,172.0
TEST_0323,78.0
TEST_0324,44.0
TEST_0325,12.0
TEST_0326,89.0
TEST_0327,105.0
TEST_0328,83.0
TEST_0329,71.0
TEST_0330,9.0
TEST_0331,131.0
TEST_0332,10.0
TEST_0333,91.0
TEST_0334,39.0
TEST_0335,97.0
TEST_0336,110.0
TEST_0337,159.0
TEST_0338,94.0
TEST_0339,123.0
TEST_0340,26.0
TEST_0341,216.0
TEST_0342,82.0
TEST_0343,140.0
TEST_0344,90.0
TEST_0345,12.0
TEST_0346,27.0
TEST_0347,75.0
TEST_0348,26.0
TEST_0349,170.0
TEST_0350,187.0
TEST_0351,62.0
TEST_0352,129.0
TEST_0353,58.0
TEST_0354,66.0
TEST_0355,2.0
TEST_0356,163.0
TEST_0357,180.0
TEST_0358,116.0
TEST_0359,132.0
TEST_0360,74.0
TEST_0361,129.0
TEST_0362,136.0
TEST_0363,24.0
TEST_0364,167.0
TEST_0365,32.0
TEST_0366,121.0
TEST_0367,26.0
TEST_0368,212.0
TEST_0369,130.0
TEST_0370,25.0
TEST_0371,112.0
TEST_0372,91.0
TEST_0373,132.0
TEST_0374,20.0
TEST_0375,195.0
TEST_0376,206.0
TEST_0377,207.0
TEST_0378,51.0
TEST_0379,78.0
TEST_0380,154.0
TEST_0381,25.0
TEST_0382,29.0
TEST_0383,207.0
TEST_0384,6.0
TEST_0385,4.0
TEST_0386,172.0
TEST_0387,100.0
TEST_0388,117.0
TEST_0389,173.0
TEST_0390,179.0
TEST_0391,19.0
TEST_0392,113.0
TEST_0393,127.0
TEST_0394,34.0
TEST_0395,174.0
TEST_0396,95.0
TEST_0397,20.0
TEST_0398,118.0
TEST_0399,127.0
TEST_0400,83.0
TEST_0401,193.0
TEST_0402,143.0
TEST_0403,144.0
TEST_0404,112.0
TEST_0405,97.0
TEST_0406,19.0
TEST_0407,67.0
TEST_0408,167.0
TEST_0409,192.0
TEST_0410,105.0
TEST_0411,224.0
TEST_0412,7.0
TEST_0413,54.0
TEST_0414,165.0
TEST_0415,11.0
TEST_0416,55.0
TEST_0417,85.0
TEST_0418,15.0
TEST_0419,7.0
TEST_0420,159.0
TEST_0421,36.0
TEST_0422,85.0
TEST_0423,72.0
TEST_0424,136.0
TEST_0425,45.0
TEST_0426,41.0
TEST_0427,10.0
TEST_0428,68.0
TEST_0429,100.0
TEST_0430,106.0
TEST_0431,216.0
TEST_0432,53.0
TEST_0433,2.0
TEST_0434,177.0
TEST_0435,39.0
TEST_0436,51.0
TEST_0437,163.0
TEST_0438,48.0
TEST_0439,179.0
TEST_0440,218.0
TEST_0441,44.0
TEST_0442,47.0
TEST_0443,68.0
TEST_0444,217.0
TEST_0445,138.0
TEST_0446,166.0
TEST_0447,44.0
TEST_0448,86.0
TEST_0449,50.0
TEST_0450,101.0
TEST_0451,123.0
TEST_0452,76.0
TEST_0453,54.0
TEST_0454,34.0
TEST_0455,41.0
TEST_0456,123.0
TEST_0457,150.0
TEST_0458,176.0
TEST_0459,147.0
TEST_0460,90.0
TEST_0461,205.0
TEST_0462,72.0
TEST_0463,109.0
TEST_0464,93.0
TEST_0465,37.0
TEST_0466,103.0
TEST_0467,55.0
TEST_0468,133.0
TEST_0469,6.0
TEST_0470,93.0
TEST_0471,30.0
TEST_0472,51.0
TEST_0473,23.0
TEST_0474,179.0
TEST_0475,180.0
TEST_0476,24.0
TEST_0477,38.0
TEST_0478,25.0
TEST_0479,32.0
TEST_0480,42.0
TEST_0481,24.0
TEST_0482,189.0
TEST_0483,134.0
TEST_0484,57.0
TEST_0485,7.0
TEST_0486,3.0
TEST_0487,220.0
TEST_0488,19.0
TEST_0489,8.0
TEST_0490,190.0
TEST_0491,88.0
TEST_0492,80.0
TEST_0493,47.0
TEST_0494,90.0
TEST_0495,50.0
TEST_0496,23.0
TEST_0497,16.0
TEST_0498,129.0
TEST_0499,121.0
TEST_0500,15.0
TEST_0501,114.0
TEST_0502,175.0
TEST_0503,22.0
TEST_0504,99.0
TEST_0505,20.0
TEST_0506,159.0
TEST_0507,63.0
TEST_0508,179.0
TEST_0509,119.0
TEST_0510,72.0
TEST_0511,83.0
TEST_0512,33.0
TEST_0513,49.0
TEST_0514,62.0
TEST_0515,140.0
TEST_0516,151.0
TEST_0517,7.0
TEST_0518,178.0
TEST_0519,26.0
TEST_0520,62.0
TEST_0521,91.0
TEST_0522,212.0
TEST_0523,115.0
TEST_0524,99.0
TEST_0525,72.0
TEST_0526,114.0
TEST_0527,7.0
TEST_0528,169.0
TEST_0529,196.0
TEST_0530,70.0
TEST_0531,122.0
TEST_0532,29.0
TEST_0533,139.0
TEST_0534,101.0
TEST_0535,106.0
TEST_0536,5.0
TEST_0537,125.0
TEST_0538,62.0
TEST_0539,43.0
TEST_0540,125.0
TEST_0541,14.0
TEST_0542,139.0
TEST_0543,99.0
TEST_0544,84.0
TEST_0545,91.0
TEST_0546,19.0
TEST_0547,100.0
TEST_0548,178.0
TEST_0549,24.0
TEST_0550,49.0
TEST_0551,132.0
TEST_0552,122.0
TEST_0553,118.0
TEST_0554,75.0
TEST_0555,23.0
TEST_0556,146.0
TEST_0557,94.0
TEST_0558,213.0
TEST_0559,35.0
TEST_0560,3.0
TEST_0561,25.0
TEST_0562,190.0
TEST_0563,92.0
TEST_0564,54.0
TEST_0565,153.0
TEST_0566,33.0
TEST_0567,135.0
TEST_0568,4.0
TEST_0569,31.0
TEST_0570,36.0
TEST_0571,32.0
TEST_0572,26.0
TEST_0573,179.0
TEST_0574,52.0
TEST_0575,11.0
TEST_0576,14.0
TEST_0577,56.0
TEST_0578,26.0
TEST_0579,192.0
TEST_0580,87.0
TEST_0581,238.0
TEST_0582,92.0
TEST_0583,42.0
TEST_0584,91.0
TEST_0585,38.0
TEST_0586,110.0
TEST_0587,156.0
TEST_0588,163.0
TEST_0589,18.0
TEST_0590,156.0
TEST_0591,231.0
TEST_0592,27.0
TEST_0593,201.0
TEST_0594,74.0
TEST_0595,24.0
TEST_0596,10.0
TEST_0597,148.0
TEST_0598,144.0
TEST_0599,75.0
TEST_0600,189.0
TEST_0601,65.0
TEST_0602,239.0
TEST_0603,167.0
TEST_0604,147.0
TEST_0605,81.0
TEST_0606,124.0
TEST_0607,36.0
TEST_0608,115.0
TEST_0609,109.0
TEST_0610,60.0
TEST_0611,115.0
TEST_0612,123.0
TEST_0613,34.0
TEST_0614,21.0
TEST_0615,18.0
TEST_0616,89.0
TEST_0617,194.0
TEST_0618,27.0
TEST_0619,143.0
TEST_0620,206.0
TEST_0621,5.0
TEST_0622,35.0
TEST_0623,20.0
TEST_0624,59.0
TEST_0625,63.0
TEST_0626,97.0
TEST_0627,248.0
TEST_0628,93.0
TEST_0629,96.0
TEST_0630,23.0
TEST_0631,51.0
TEST_0632,205.0
TEST_0633,80.0
TEST_0634,42.0
TEST_0635,37.0
TEST_0636,150.0
TEST_0637,113.0
TEST_0638,48.0
TEST_0639,140.0
TEST_0640,27.0
TEST_0641,30.0
TEST_0642,87.0
TEST_0643,42.0
TEST_0644,7.0
TEST_0645,184.0
TEST_0646,67.0
TEST_0647,73.0
TEST_0648,28.0
TEST_0649,83.0
TEST_0650,79.0
TEST_0651,156.0
TEST_0652,92.0
TEST_0653,8.0
TEST_0654,11.0
TEST_0655,6.0
TEST_0656,109.0
TEST_0657,94.0
TEST_0658,9.0
TEST_0659,28.0
TEST_0660,12.0
TEST_0661,69.0
TEST_0662,97.0
TEST_0663,12.0
TEST_0664,89.0
TEST_0665,67.0
TEST_0666,154.0
TEST_0667,178.0
TEST_0668,69.0
TEST_0669,241.0
TEST_0670,132.0
TEST_0671,27.0
TEST_0672,104.0
TEST_0673,103.0
TEST_0674,74.0
TEST_0675,185.0
TEST_0676,19.0
TEST_0677,119.0
TEST_0678,65.0
TEST_0679,79.0
TEST_0680,3.0
TEST_0681,109.0
TEST_0682,162.0
TEST_0683,10.0
TEST_0684,8.0
TEST_0685,23.0
TEST_0686,167.0
TEST_0687,62.0
TEST_0688,92.0
TEST_0689,79.0
TEST_0690,264.0
TEST_0691,17.0
TEST_0692,228.0
TEST_0693,197.0
TEST_0694,130.0
TEST_0695,51.0
TEST_0696,131.0
TEST_0697,72.0
TEST_0698,78.0
TEST_0699,102.0
TEST_0700,158.0
TEST_0701,76.0
TEST_0702,61.0
TEST_0703,209.0
TEST_0704,70.0
TEST_0705,26.0
TEST_0706,117.0
TEST_0707,27.0
TEST_0708,7.0
TEST_0709,53.0
TEST_0710,68.0
TEST_0711,10.0
TEST_0712,45.0
TEST_0713,12.0
TEST_0714,167.0
TEST_0715,126.0
TEST_0716,10.0
TEST_0717,8.0
TEST_0718,133.0
TEST_0719,54.0
TEST_0720,103.0
TEST_0721,74.0
TEST_0722,129.0
TEST_0723,71.0
TEST_0724,112.0
TEST_0725,110.0
TEST_0726,36.0
TEST_0727,55.0
TEST_0728,182.0
TEST_0729,99.0
TEST_0730,216.0
TEST_0731,105.0
TEST_0732,7.0
TEST_0733,197.0
TEST_0734,72.0
TEST_0735,81.0
TEST_0736,48.0
TEST_0737,33.0
TEST_0738,152.0
TEST_0739,228.0
TEST_0740,137.0
TEST_0741,22.0
TEST_0742,57.0
TEST_0743,56.0
TEST_0744,46.0
TEST_0745,18.0
TEST_0746,17.0
TEST_0747,89.0
TEST_0748,215.0
TEST_0749,192.0
TEST_0750,72.0
TEST_0751,15.0
TEST_0752,4.0
TEST_0753,53.0
TEST_0754,90.0
TEST_0755,27.0
TEST_0756,180.0
TEST_0757,50.0
TEST_0758,29.0
TEST_0759,115.0
TEST_0760,85.0
TEST_0761,101.0
TEST_0762,90.0
TEST_0763,85.0
TEST_0764,63.0
TEST_0765,168.0
TEST_0766,4.0
TEST_0767,11.0
TEST_0768,85.0
TEST_0769,66.0
TEST_0770,7.0
TEST_0771,46.0
TEST_0772,165.0
TEST_0773,5.0
TEST_0774,157.0
TEST_0775,32.0
TEST_0776,227.0
TEST_0777,112.0
TEST_0778,174.0
TEST_0779,108.0
TEST_0780,205.0
TEST_0781,161.0
TEST_0782,20.0
TEST_0783,30.0
TEST_0784,130.0
TEST_0785,20.0
TEST_0786,92.0
TEST_0787,152.0
TEST_0788,94.0
TEST_0789,11.0
TEST_0790,140.0
TEST_0791,155.0
TEST_0792,30.0
TEST_0793,29.0
TEST_0794,155.0
TEST_0795,75.0
TEST_0796,46.0
TEST_0797,113.0
TEST_0798,4.0
TEST_0799,242.0
TEST_0800,77.0
TEST_0801,40.0
TEST_0802,26.0
TEST_0803,155.0
TEST_0804,4.0
TEST_0805,8.0
TEST_0806,79.0
TEST_0807,109.0
TEST_0808,79.0
TEST_0809,151.0
TEST_0810,75.0
TEST_0811,133.0
TEST_0812,139.0
TEST_0813,54.0
TEST_0814,66.0
TEST_0815,44.0
TEST_0816,9.0
TEST_0817,92.0
TEST_0818,57.0
TEST_0819,65.0
TEST_0820,7.0
TEST_0821,135.0
TEST_0822,103.0
TEST_0823,42.0
TEST_0824,62.0
TEST_0825,141.0
TEST_0826,73.0
TEST_0827,93.0
TEST_0828,41.0
TEST_0829,14.0
TEST_0830,103.0
TEST_0831,168.0
TEST_0832,9.0
TEST_0833,33.0
TEST_0834,70.0
TEST_0835,221.0
TEST_0836,123.0
TEST_0837,199.0
TEST_0838,200.0
TEST_0839,9.0
TEST_0840,234.0
TEST_0841,19.0
TEST_0842,156.0
TEST_0843,148.0
TEST_0844,117.0
TEST_0845,60.0
TEST_0846,33.0
TEST_0847,3.0
TEST_0848,172.0
TEST_0849,59.0
TEST_0850,39.0
TEST_0851,204.0
TEST_0852,3.0
TEST_0853,98.0
TEST_0854,49.0
TEST_0855,166.0
TEST_0856,33.0
TEST_0857,201.0
TEST_0858,81.0
TEST_0859,36.0
TEST_0860,169.0
TEST_0861,20.0
TEST_0862,93.0
TEST_0863,187.0
TEST_0864,120.0
TEST_0865,83.0
TEST_0866,6.0
TEST_0867,62.0
TEST_0868,61.0
TEST_0869,123.0
TEST_0870,160.0
TEST_0871,143.0
TEST_0872,123.0
TEST_0873,160.0
TEST_0874,183.0
TEST_0875,75.0
TEST_0876,49.0
TEST_0877,24.0
TEST_0878,173.0
TEST_0879,45.0
TEST_0880,112.0
TEST_0881,113.0
TEST_0882,44.0
TEST_0883,113.0
TEST_0884,81.0
TEST_0885,58.0
TEST_0886,46.0
TEST_0887,79.0
TEST_0888,7.0
TEST_0889,207.0
TEST_0890,92.0
TEST_0891,156.0
TEST_0892,95.0
TEST_0893,46.0
TEST_0894,164.0
TEST_0895,147.0
TEST_0896,91.0
TEST_0897,133.0
TEST_0898,54.0
TEST_0899,44.0
TEST_0900,138.0
TEST_0901,83.0
TEST_0902,3.0
TEST_0903,173.0
TEST_0904,35.0
TEST_0905,13.0
TEST_0906,114.0
TEST_0907,44.0
TEST_0908,59.0
TEST_0909,54.0
TEST_0910,136.0
TEST_0911,43.0
TEST_0912,167.0
TEST_0913,31.0
TEST_0914,15.0
TEST_0915,147.0
TEST_0916,155.0
TEST_0917,74.0
TEST_0918,3.0
TEST_0919,97.0
TEST_0920,57.0
TEST_0921,91.0
TEST_0922,212.0
TEST_0923,282.0
TEST_0924,9.0
TEST_0925,22.0
TEST_0926,75.0
TEST_0927,199.0
TEST_0928,168.0
TEST_0929,18.0
TEST_0930,104.0
TEST_0931,145.0
TEST_0932,35.0
TEST_0933,127.0
TEST_0934,116.0
TEST_0935,42.0
TEST_0936,103.0
TEST_0937,55.0
TEST_0938,136.0
TEST_0939,222.0
TEST_0940,6.0
TEST_0941,193.0
TEST_0942,15.0
TEST_0943,28.0
TEST_0944,103.0
TEST_0945,208.0
TEST_0946,146.0
TEST_0947,51.0
TEST_0948,73.0
TEST_0949,105.0
TEST_0950,87.0
TEST_0951,106.0
TEST_0952,13.0
TEST_0953,211.0
TEST_0954,150.0
TEST_0955,49.0
TEST_0956,99.0
TEST_0957,7.0
TEST_0958,144.0
TEST_0959,5.0
TEST_0960,7.0
TEST_0961,4.0
TEST_0962,88.0
TEST_0963,139.0
TEST_0964,21.0
TEST_0965,98.0
TEST_0966,197.0
TEST_0967,118.0
TEST_0968,8.0
TEST_0969,170.0
TEST_0970,192.0
TEST_0971,51.0
TEST_0972,138.0
TEST_0973,187.0
TEST_0974,9.0
TEST_0975,101.0
TEST_0976,105.0
TEST_0977,130.0
TEST_0978,133.0
TEST_0979,63.0
TEST_0980,41.0
TEST_0981,62.0
TEST_0982,15.0
TEST_0983,148.0
TEST_0984,62.0
TEST_0985,10.0
TEST_0986,178.0
TEST_0987,84.0
TEST_0988,55.0
TEST_0989,123.0
TEST_0990,26.0
TEST_0991,180.0
TEST_0992,172.0
TEST_0993,11.0
TEST_0994,38.0
TEST_0995,65.0
TEST_0996,49.0
TEST_0997,63.0
TEST_0998,162.0
TEST_0999,19.0
TEST_1000,50.0
TEST_1001,39.0
TEST_1002,46.0
TEST_1003,13.0
TEST_1004,36.0
TEST_1005,16.0
TEST_1006,128.0
TEST_1007,38.0
TEST_1008,103.0
TEST_1009,61.0
TEST_1010,31.0
TEST_1011,25.0
TEST_1012,44.0
TEST_1013,156.0
TEST_1014,48.0
TEST_1015,133.0
TEST_1016,89.0
TEST_1017,164.0
TEST_1018,24.0
TEST_1019,94.0
TEST_1020,148.0
TEST_1021,74.0
TEST_1022,133.0
TEST_1023,29.0
TEST_1024,173.0
TEST_1025,199.0
TEST_1026,8.0
TEST_1027,30.0
TEST_1028,62.0
TEST_1029,203.0
TEST_1030,161.0
TEST_1031,117.0
TEST_1032,83.0
TEST_1033,170.0
TEST_1034,86.0
TEST_1035,45.0
TEST_1036,132.0
TEST_1037,83.0
TEST_1038,115.0
TEST_1039,155.0
TEST_1040,105.0
TEST_1041,168.0
TEST_1042,222.0
TEST_1043,105.0
TEST_1044,226.0
TEST_1045,137.0
TEST_1046,5.0
TEST_1047,50.0
TEST_1048,19.0
TEST_1049,155.0
TEST_1050,14.0
TEST_1051,16.0
TEST_1052,84.0
TEST_1053,60.0
TEST_1054,94.0
TEST_1055,62.0
TEST_1056,99.0
TEST_1057,114.0
TEST_1058,59.0
TEST_1059,46.0
TEST_1060,9.0
TEST_1061,36.0
TEST_1062,3.0
TEST_1063,10.0
TEST_1064,76.0
TEST_1065,5.0
TEST_1066,160.0
TEST_1067,40.0
TEST_1068,66.0
TEST_1069,23.0
TEST_1070,122.0
TEST_1071,13.0
TEST_1072,58.0
TEST_1073,75.0
TEST_1074,171.0
TEST_1075,55.0
TEST_1076,8.0
TEST_1077,83.0
TEST_1078,44.0
TEST_1079,24.0
TEST_1080,160.0
TEST_1081,118.0
TEST_1082,55.0
TEST_1083,126.0
TEST_1084,14.0
TEST_1085,49.0
TEST_1086,114.0
TEST_1087,14.0
TEST_1088,173.0
TEST_1089,119.0
TEST_1090,215.0
TEST_1091,8.0
TEST_1092,95.0
TEST_1093,82.0
TEST_1094,109.0
TEST_1095,137.0
TEST_1096,11.0
TEST_1097,89.0
TEST_1098,26.0
TEST_1099,41.0
TEST_1100,62.0
TEST_1101,65.0
TEST_1102,29.0
TEST_1103,154.0
TEST_1104,134.0
TEST_1105,25.0
TEST_1106,62.0
TEST_1107,191.0
TEST_1108,154.0
TEST_1109,128.0
TEST_1110,80.0
TEST_1111,151.0
TEST_1112,83.0
TEST_1113,61.0
TEST_1114,122.0
TEST_1115,90.0
TEST_1116,124.0
TEST_1117,172.0
TEST_1118,132.0
TEST_1119,107.0
TEST_1120,58.0
TEST_1121,34.0
TEST_1122,85.0
TEST_1123,103.0
TEST_1124,142.0
TEST_1125,197.0
TEST_1126,151.0
TEST_1127,39.0
TEST_1128,13.0
TEST_1129,90.0
TEST_1130,28.0
TEST_1131,78.0
TEST_1132,121.0
TEST_1133,151.0
TEST_1134,64.0
TEST_1135,33.0
TEST_1136,259.0
TEST_1137,201.0
TEST_1138,136.0
TEST_1139,74.0
TEST_1140,33.0
TEST_1141,137.0
TEST_1142,130.0
TEST_1143,213.0
TEST_1144,8.0
TEST_1145,22.0
TEST_1146,9.0
TEST_1147,151.0
TEST_1148,167.0
TEST_1149,32.0
TEST_1150,154.0
TEST_1151,126.0
TEST_1152,11.0
TEST_1153,76.0
TEST_1154,56.0
TEST_1155,13.0
TEST_1156,175.0
TEST_1157,102.0
TEST_1158,121.0
TEST_1159,134.0
TEST_1160,57.0
TEST_1161,157.0
TEST_1162,156.0
TEST_1163,159.0
TEST_1164,101.0
TEST_1165,100.0
TEST_1166,155.0
TEST_1167,111.0
TEST_1168,20.0
TEST_1169,51.0
TEST_1170,10.0
TEST_1171,54.0
TEST_1172,22.0
TEST_1173,26.0
TEST_1174,136.0
TEST_1175,10.0
TEST_1176,13.0
TEST_1177,183.0
TEST_1178,77.0
TEST_1179,61.0
TEST_1180,61.0
TEST_1181,207.0
TEST_1182,4.0
TEST_1183,145.0
TEST_1184,26.0
TEST_1185,74.0
TEST_1186,9.0
TEST_1187,193.0
TEST_1188,211.0
TEST_1189,106.0
TEST_1190,32.0
TEST_1191,108.0
TEST_1192,184.0
TEST_1193,89.0
TEST_1194,61.0
TEST_1195,103.0
TEST_1196,10.0
TEST_1197,151.0
TEST_1198,197.0
TEST_1199,41.0
TEST_1200,85.0
TEST_1201,262.0
TEST_1202,103.0
TEST_1203,15.0
TEST_1204,113.0
TEST_1205,41.0
TEST_1206,11.0
TEST_1207,219.0
TEST_1208,135.0
TEST_1209,54.0
TEST_1210,139.0
TEST_1211,20.0
TEST_1212,34.0
TEST_1213,13.0
TEST_1214,61.0
TEST_1215,28.0
TEST_1216,147.0
TEST_1217,119.0
TEST_1218,8.0
TEST_1219,185.0
TEST_1220,54.0
TEST_1221,134.0
TEST_1222,177.0
TEST_1223,157.0
TEST_1224,68.0
TEST_1225,199.0
TEST_1226,193.0
TEST_1227,75.0
TEST_1228,72.0
TEST_1229,68.0
TEST_1230,107.0
TEST_1231,16.0
TEST_1232,75.0
TEST_1233,37.0
TEST_1234,11.0
TEST_1235,172.0
TEST_1236,136.0
TEST_1237,55.0
TEST_1238,101.0
TEST_1239,18.0
TEST_1240,193.0
TEST_1241,117.0
TEST_1242,177.0
TEST_1243,38.0
TEST_1244,7.0
TEST_1245,88.0
TEST_1246,24.0
TEST_1247,10.0
TEST_1248,8.0
TEST_1249,121.0
TEST_1250,84.0
TEST_1251,60.0
TEST_1252,28.0
TEST_1253,95.0
TEST_1254,117.0
TEST_1255,103.0
TEST_1256,207.0
TEST_1257,24.0
TEST_1258,142.0
TEST_1259,41.0
TEST_1260,41.0
TEST_1261,148.0
TEST_1262,59.0
TEST_1263,37.0
TEST_1264,47.0
TEST_1265,52.0
TEST_1266,160.0
TEST_1267,201.0
TEST_1268,47.0
TEST_1269,175.0
